question_id,question,correct_answer,true_type,group,plain_answer,plain_correct,plain_top1_date,naive_answer,naive_correct,naive_top1_date,ts_answer,ts_correct,ts_classifier_type,ts_p_dynamic,ts_top1_date,classifier_correct,oracle_answer,oracle_correct,oracle_top1_date
q053,Who is the Formula One world champion?,Max Verstappen,DYNAMIC_CURRENT,2,"Max Verstappen is the Formula One world champion, having won four consecutive titles from 2021 to 2024. He won 71 Grands Prix across 12 seasons with Red Bull Racing.",True,2026-07-12,"Max Verstappen is the Formula One World Drivers' Champion, having won four consecutive titles from 2021 to 2024. He won his fourth consecutive title in 2024 after winning nine Grands Prix.",True,2026-07-12,"Max Verstappen is the Formula One world champion, having won four consecutive titles from 2021 to 2024. He won his fourth consecutive title in 2024 after winning nine Grands Prix.",True,DYNAMIC_CURRENT,1.0,2026-07-12,True,"Max Verstappen is the Formula One World Drivers' Champion, having won four consecutive titles from 2021 to 2024. He won his fourth consecutive title in 2024 after winning nine Grands Prix.",True,2026-07-12
q054,Who is the current captain of the Indian cricket team?,Rohit Sharma,DYNAMIC_CURRENT,2,Not found in provided documents.,False,2026-07-04,KL Rahul was appointed the new captain of T20I format.,False,2026-07-04,KL Rahul was appointed the new captain of T20I format.,False,DYNAMIC_CURRENT,1.0,2026-07-04,True,KL Rahul was appointed the new captain of T20I format.,False,2026-07-04
q055,Who won the 2023 Cricket World Cup?,Australia,DYNAMIC_CURRENT,2,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-04,True,Not found in provided documents.,False,2026-07-04
q056,Who was the Chief Minister of Assam in 2018?,Sarbananda Sonowal,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-05,Not found in provided documents.,False,2026-07-05,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-05,True,Not found in provided documents.,False,2026-07-05
q057,Who was the Prime Minister of India in 2005?,Manmohan Singh,DYNAMIC_HISTORICAL,3,"The Prime Minister of India in 2005 was not explicitly stated, but according to Document 1, the Congress-led United Progressive Alliance (UPA) came to power in 2004, implying that the Prime Minister in 2005 was the leader of the UPA, but the name is not mentioned in the provided documents. Not found in provided documents.",False,2026-06-30,The Prime Minister of India in 2004 was from the Congress party as the Congress-led United Progressive Alliance (UPA) formed the government. Not found in provided documents.,False,2026-06-30,"The Prime Minister of India in 2005 was not explicitly stated, but according to Document 1, the Congress-led United Progressive Alliance (UPA) came to power in 2004, implying that the Prime Minister in 2005 would be the leader of the UPA, but the documents do not mention the name. Not found in provided documents.",False,DYNAMIC_HISTORICAL,0.0,2026-06-30,True,"The Prime Minister of India in 2004 was not explicitly stated to continue into 2005, but the Congress-led United Progressive Alliance (UPA) emerged as the ruling party in the 2004 election. Not found in provided documents.",False,2026-06-30
q058,Who was the President of India in 2010?,Pratibha Patil,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-06-30,Not found in provided documents.,False,2026-07-05,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-06-30,True,Not found in provided documents.,False,2026-06-30
q059,Who was the Chief Minister of West Bengal in 2008?,Buddhadeb Bhattacharjee,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-04,True,Not found in provided documents.,False,2026-07-04
q060,Who was the Chief Minister of Tamil Nadu in 2015?,Jayalalithaa,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-06-27,Not found in provided documents.,False,2026-06-27,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-06-27,True,Not found in provided documents.,False,2026-06-27
q061,Who was the Chief Minister of Karnataka in 2010?,B. S. Yediyurappa,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-04,True,Not found in provided documents.,False,2026-07-04
q062,Who was the Chief Minister of Maharashtra in 2009?,Ashok Chavan,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-06-21,Not found in provided documents.,False,2026-06-21,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-06-21,True,Not found in provided documents.,False,2026-06-21
q063,Who was the Chief Justice of India in 2015?,H. L. Dattu,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-05-23,Not found in provided documents.,False,2026-05-23,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-05-23,True,Not found in provided documents.,False,2026-05-23
q064,Who was the Prime Minister of UK in 2010?,David Cameron,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-08,Not found in provided documents.,False,2026-07-08,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-08,True,Not found in provided documents.,False,2026-07-08
q065,Who was the President of USA in 2010?,Barack Obama,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-01,Not found in provided documents.,False,2026-07-01,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-01,True,Not found in provided documents.,False,2026-07-01
q066,Who was the Chancellor of Germany in 2010?,Angela Merkel,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-06-29,Not found in provided documents.,False,2026-06-29,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-06-29,True,Not found in provided documents.,False,2026-06-29
q067,Who was the President of France in 2010?,Nicolas Sarkozy,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-13,True,Not found in provided documents.,False,2026-07-13
q068,Who was the Prime Minister of Canada in 2010?,Stephen Harper,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-09,Not found in provided documents.,False,2026-07-09,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-09,True,Not found in provided documents.,False,2026-07-09
q069,Who was the Secretary-General of the UN in 2010?,Ban Ki-moon,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-10,Not found in provided documents.,False,2026-07-10,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-10,True,Not found in provided documents.,False,2026-07-10
q070,Who was the CEO of Apple when the iPhone was launched?,Steve Jobs,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q071,Who was the CEO of Microsoft in 2010?,Steve Ballmer,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-10,Not found in provided documents.,False,2026-07-10,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-10,True,Not found in provided documents.,False,2026-07-10
q072,Who was the CEO of Google in 2010?,Eric Schmidt,DYNAMIC_HISTORICAL,3,Eric Schmidt was the CEO of Google in 2010.,True,2026-07-12,Not found in provided documents.,False,2026-07-12,Eric Schmidt was the CEO of Google in 2010.,True,DYNAMIC_HISTORICAL,0.0,2026-07-12,True,Eric Schmidt was the CEO of Google in 2010.,True,2026-07-12
q073,Who was the world number one men's tennis player in 2015?,Novak Djokovic,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-13,True,Not found in provided documents.,False,2026-07-13
q074,Who won the 2011 Cricket World Cup?,India,DYNAMIC_HISTORICAL,3,"India won the 2011 Cricket World Cup. On 2 April 2011, India won the 2011 tournament.",True,2026-07-04,India won the 2011 Cricket World Cup.,True,2026-07-04,India won the 2011 Cricket World Cup.,True,STATIC,0.0,2026-07-04,False,"India won the 2011 Cricket World Cup. On 2 April 2011, India won the 2011 tournament.",True,2026-07-04
q075,Who won the 2019 Cricket World Cup?,England,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-04,True,Not found in provided documents.,False,2026-07-04
q076,Who won the 2018 FIFA World Cup?,France,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-04,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-04,True,Not found in provided documents.,False,2026-07-04
q077,Who was the Formula One world champion in 2020?,Lewis Hamilton,DYNAMIC_HISTORICAL,3,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_HISTORICAL,0.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q078,Who led India during the 1971 war?,Indira Gandhi,DYNAMIC_HISTORICAL,3,Indira Gandhi led India to a crushing military victory over rival Pakistan in 1971.,True,2026-06-19,Not found in provided documents.,False,2026-07-06,Indira Gandhi led India to a crushing military victory over rival Pakistan in 1971. She was the daughter of Jawaharlal Nehru and completed his policy of weaponisation using indigenous sources and self-sufficiency.,True,DYNAMIC_HISTORICAL,0.0,2026-06-19,True,Indira Gandhi led India to a crushing military victory over rival Pakistan in 1971. She was the daughter of Jawaharlal Nehru and completed his policy of weaponisation using indigenous sources and self-sufficiency.,True,2026-06-19
q079,Who was the President of USA during World War II?,Franklin D. Roosevelt,DYNAMIC_HISTORICAL,3,"President Franklin D. Roosevelt responded with the New Deal plan, but the documents do not explicitly state that he was the President during World War II. Not found in provided documents.",False,2026-07-13,Not found in provided documents.,False,2026-07-13,President Franklin D. Roosevelt was the President of the USA during the time period leading up to World War II.,True,DYNAMIC_HISTORICAL,0.0,2026-07-13,True,"President Franklin D. Roosevelt was the President of the USA, but the documents do not specifically state that he was the President during World War II. Not found in provided documents.",False,2026-07-13
q080,Who was the Prime Minister of UK during World War II?,Winston Churchill,DYNAMIC_HISTORICAL,3,"Winston Churchill was the Prime Minister of the United Kingdom from 1940 to 1945, during the Second World War. He also served again from 1951 to 1955.",True,2026-07-13,"Sir Winston Leonard Spencer Churchill was the Prime Minister of the United Kingdom from 1940 to 1945, during the Second World War. He also served again from 1951 to 1955.",False,2026-07-13,"Winston Churchill was the Prime Minister of the United Kingdom from 1940 to 1945, during the Second World War. He served again as Prime Minister from 1951 to 1955.",True,DYNAMIC_HISTORICAL,0.0,2026-07-13,True,"Winston Churchill was the Prime Minister of the United Kingdom from 1940 to 1945, during the Second World War. He served again from 1951 to 1955.",True,2026-07-13
q081,Who heads ISRO?,V. Narayanan,DYNAMIC_CURRENT,4,"The Chairman of ISRO, S. Somanath, heads ISRO. The Chairman of ISRO also works as the chief executive of the Department of Space (DoS).",False,2026-07-01,The Chairman of ISRO also works as the chief executive of the Department of Space (DoS). The documents do not specify the name of the person who heads ISRO.,False,2026-07-01,The Chairman of ISRO also works as the chief executive of the Department of Space (DoS).,False,DYNAMIC_CURRENT,1.0,2026-07-01,True,The Chairman of ISRO also works as the chief executive of the Department of Space (DoS).,False,2026-07-01
q082,Who runs Anthropic?,Dario Amodei,DYNAMIC_CURRENT,4,"Anthropic is run by siblings Daniela Amodei, who is the president, and Dario Amodei, who is the CEO. They are former members of OpenAI and founded Anthropic in 2021.",True,2026-07-12,"Anthropic is run by siblings Daniela Amodei, who is the president, and Dario Amodei, who is the CEO. They are former members of OpenAI and founded Anthropic in 2021.",True,2026-07-12,"Anthropic is run by siblings Daniela Amodei, who is the president, and Dario Amodei, who is the CEO. They are former members of OpenAI and founded Anthropic in 2021.",True,DYNAMIC_CURRENT,0.5,2026-07-12,True,"Anthropic is run by siblings Daniela Amodei, who is the president, and Dario Amodei, who is the CEO. They are former members of OpenAI and founded Anthropic in 2021.",True,2026-07-12
q083,Who leads OpenAI?,Sam Altman,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q084,Who manages the Indian cricket team?,Gautam Gambhir,DYNAMIC_CURRENT,4,"The Board of Control for Cricket in India (BCCI) manages the Indian cricket team. The BCCI manages four squads that represent India in international cricket, including the men's national cricket team.",False,2026-07-02,"The Board of Control for Cricket in India (BCCI) manages the Indian cricket team, including the men's and women's national teams, as well as the men's and women's national under-19 teams. The BCCI also governs the developmental squads, such as the India A team and the India B team.",False,2026-07-12,"The Board of Control for Cricket in India (BCCI) manages the Indian cricket team, including the men's national cricket team, the women's national cricket team, and other squads. The BCCI has hosted multiple Cricket World Cups and governs the developmental squads, such as the India A team and the India B team.",False,DYNAMIC_CURRENT,1.0,2026-07-12,True,"The Board of Control for Cricket in India (BCCI) manages the Indian cricket team, including the men's and women's national teams, as well as the men's and women's Under-19 teams. The BCCI also governs the developmental squads, such as the India A team, the India B team.",False,2026-07-12
q085,Who is the richest person in the world?,Elon Musk,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-06,Not found in provided documents.,False,2026-07-06,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-06,True,Not found in provided documents.,False,2026-07-06
q086,Who is the world chess champion?,Gukesh,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-13,True,Not found in provided documents.,False,2026-07-13
q087,Who commands the Indian Army?,Upendra Dwivedi,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-06-28,Not found in provided documents.,False,2026-06-28,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-06-28,True,Not found in provided documents.,False,2026-06-28
q088,Who is handling the opposition in the Assam assembly?,Congress,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-13,True,Not found in provided documents.,False,2026-07-13
q089,Who is the governor of the Reserve Bank of India?,Sanjay Malhotra,DYNAMIC_CURRENT,4,The governor of the Reserve Bank of India is Sanjay Malhotra.,True,2026-07-04,The governor of the Reserve Bank of India is Sanjay Malhotra.,True,2026-07-04,The governor of the Reserve Bank of India is Sanjay Malhotra.,True,DYNAMIC_CURRENT,1.0,2026-07-04,True,The governor of the Reserve Bank of India is Sanjay Malhotra.,True,2026-07-04
q090,Who is the chairman of SEBI?,Tuhin Kanta Pandey,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-03-15,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q091,Who is the CEO of SpaceX?,Elon Musk,DYNAMIC_CURRENT,4,"The CEO of SpaceX is Elon Musk, as the shareholding structure effectively prevents anyone but Musk from firing him from his role as chief executive and board chair.",True,2026-07-13,The CEO of SpaceX is Elon Musk. The shareholding structure of SpaceX effectively prevents anyone but Musk from firing him from his role as chief executive and board chair.,True,2026-07-13,"The documents do not explicitly state the name of the CEO of SpaceX, but they mention that Elon Musk is the chief executive and board chair, and that the shareholding structure prevents anyone but him from firing him from this role. Elon Musk is effectively the CEO of SpaceX.",True,DYNAMIC_CURRENT,1.0,2026-07-13,True,The CEO of SpaceX is Elon Musk. The shareholding structure of SpaceX effectively prevents anyone but Musk from firing him from his role as chief executive and board chair.,True,2026-07-13
q092,Who is the CEO of Nvidia?,Jensen Huang,DYNAMIC_CURRENT,4,Jensen Huang is the CEO of Nvidia. He is also the co-founder and president of the company.,True,2026-07-12,"Jensen Huang is the CEO of Nvidia. He is also the co-founder and president of the company, as stated in Document 1.",True,2026-07-12,"Jensen Huang is the CEO of Nvidia. He is also the co-founder and president of the company, as stated in Document 1.",True,DYNAMIC_CURRENT,1.0,2026-07-12,True,"Jensen Huang is the CEO of Nvidia. He is also the co-founder and president of the company, as stated in Document 1.",True,2026-07-12
q093,Who is the CEO of Amazon?,Andy Jassy,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q094,Who is the world number one women's tennis player?,Aryna Sabalenka,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,2026-07-12,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-12,True,Not found in provided documents.,False,2026-07-12
q095,Who is the reigning Wimbledon men's singles champion?,Carlos Alcaraz,DYNAMIC_CURRENT,4,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,2026-07-13,Not found in provided documents.,False,DYNAMIC_CURRENT,1.0,2026-07-13,True,Not found in provided documents.,False,2026-07-13
q096,How does photosynthesis work?,chlorophyll,STATIC,5,"Photosynthesis is a process by which photopigment-bearing autotrophic organisms convert light energy into chemical energy, releasing oxygen as a byproduct of water splitting. The process begins when light energy is absorbed by reaction centers, proteins that contain photosynthetic pigments, and involves the conversion of carbon dioxide into carbohydrates, capturing energy from sunlight.",False,2026-06-11,"Photosynthesis is a process by which photopigment-bearing autotrophic organisms convert light energy into chemical energy, releasing oxygen as a byproduct of water splitting. The process begins when light energy is absorbed by reaction centers, proteins that contain photosynthetic pigments, and involves the conversion of carbon dioxide into carbohydrates, capturing energy from sunlight.",False,2026-06-11,"Photosynthesis is a process by which photopigment-bearing autotrophic organisms convert light energy into chemical energy, releasing oxygen as a byproduct of water splitting. The process begins when light energy is absorbed by reaction centers, proteins that contain photosynthetic pigments, and involves the conversion of carbon dioxide into carbohydrates, capturing energy from sunlight.",False,STATIC,0.0,2026-06-11,True,"Photosynthesis is a process by which photopigment-bearing autotrophic organisms convert light energy into chemical energy, releasing oxygen as a byproduct of water splitting. The process begins when light energy is absorbed by reaction centers, proteins that contain photosynthetic pigments, and involves the conversion of carbon dioxide into carbohydrates, capturing energy from sunlight.",False,2026-06-11
q097,What causes earthquakes?,tectonic,STATIC,5,"The occurrence of earthquakes is influenced by tectonic movements along faults, including normal, reverse, and strike-slip faults, with energy release and rupture dynamics governed by the elastic-rebound theory. Earthquakes are caused by a sudden release of energy in the lithosphere that creates seismic waves.",True,2026-07-12,"The occurrence of earthquakes is influenced by tectonic movements along faults, including normal, reverse, and strike-slip faults, with energy release and rupture dynamics governed by the elastic-rebound theory. Earthquakes are caused by a sudden release of energy in the lithosphere that creates seismic waves.",True,2026-07-12,"The occurrence of earthquakes is influenced by tectonic movements along faults, including normal, reverse, and strike-slip faults, with energy release and rupture dynamics governed by the elastic-rebound theory. Earthquakes are caused by a sudden release of energy in the lithosphere that creates seismic waves.",True,STATIC,0.0,2026-07-12,True,"The occurrence of earthquakes is influenced by tectonic movements along faults, including normal, reverse, and strike-slip faults, with energy release and rupture dynamics governed by the elastic-rebound theory. Earthquakes are caused by a sudden release of energy in the lithosphere that creates seismic waves.",True,2026-07-12
q098,How do vaccines work?,immune,STATIC,5,"Vaccines work by stimulating the immune system to recognize and destroy a disease-causing microorganism, typically through the use of a weakened or killed form of the microbe, its toxins, or one of its surface proteins. The agent in the vaccine stimulates the immune system to recognize it as a threat and produce an immune response, providing active acquired immunity to a particular infectious or malignant disease.",True,2026-07-13,"Vaccines work by stimulating the immune system to recognize a disease-causing microorganism as a threat, using an agent that resembles the microbe, its toxins, or one of its surface proteins. The agent is often made from weakened or killed forms of the microbe, which destroys it and enables the immune system to recognize it.",True,2026-07-13,"Vaccines work by stimulating the immune system to recognize and destroy a disease-causing microorganism, typically through the use of a weakened or killed form of the microbe, its toxins, or one of its surface proteins. The agent in the vaccine stimulates the immune system to recognize it as a threat and produce an immune response, providing active acquired immunity to a particular infectious or malignant disease.",True,STATIC,0.0,2026-07-13,True,"Vaccines work by stimulating the immune system to recognize and destroy a disease-causing microorganism, typically through the use of an agent that resembles the microbe, its toxins, or one of its surface proteins. This agent is often made from weakened or killed forms of the microbe, which triggers the immune system to produce an immune response without causing the actual disease.",True,2026-07-13
q099,What is DNA made of?,nucleotide,STATIC,5,"DNA is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. It is made up of nucleic acids, alongside proteins, lipids, and complex carbohydrates, which are essential for all known forms of life.",True,2026-06-24,"DNA is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. It is made up of nucleic acids, alongside proteins, lipids, and complex carbohydrates, which are essential for all known forms of life.",True,2026-06-24,"DNA is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The building blocks of DNA include adenine, guanine, and related organic molecules, as well as nucleotides, which contain a nucleobase, a sugar, and one or more phosphate groups.",True,STATIC,0.0,2026-06-24,True,"DNA is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The building blocks of DNA include adenine, guanine, and related organic molecules, as well as nucleotides, which contain a sugar, a nucleobase, and one or more phosphate groups.",True,2026-06-24
q100,Why is the sky blue?,scattering,STATIC,5,"The sky is blue due to Rayleigh scattering, which redirects higher frequency (blue) sunlight back into the field of view of the observer. This scattering occurs because blue light is scattered more easily than red light by the atmosphere.",True,2026-06-05,"The sky is blue due to Rayleigh scattering, which redirects higher frequency (blue) sunlight back into the field of view of the observer. This scattering occurs because blue light is scattered more easily than red light by the atmosphere.",True,2026-06-05,"The sky is blue due to Rayleigh scattering, which is the scattering of light and refraction by particles in the atmosphere, redirecting higher frequency (blue) sunlight back into the field of view of the observer. This phenomenon causes blue light to be scattered more easily than red light.",True,STATIC,0.0,2026-06-05,True,"The sky is blue due to Rayleigh scattering, which redirects higher frequency (blue) sunlight back into the field of view of the observer. This scattering occurs because blue light is scattered more easily than red light by the atmosphere.",True,2026-06-05
q101,What is the theory of relativity?,Einstein,STATIC,5,"The theory of relativity comprises two physics theories by Albert Einstein: special relativity and general relativity, proposed and published in 1905 and 1915, respectively. Special relativity applies to all physical phenomena in the absence of gravity, while general relativity explains the law of gravitation and its relation to the forces of nature.",True,2026-06-24,"The theory of relativity, specifically special relativity, is a scientific theory of the relationship between space and time based on two postulates: the laws of physics are invariant in all inertial frames of reference and the speed of light in vacuum is constant. General relativity is a geometric theory of gravitation that generalizes special relativity and refines Isaac Newton's law of universal gravitation.",False,2026-06-24,"The theory of relativity comprises two physics theories by Albert Einstein: special relativity and general relativity, proposed and published in 1905 and 1915, respectively. Special relativity applies to all physical phenomena in the absence of gravity, while general relativity explains the law of gravitation and its relation to the forces of nature.",True,STATIC,0.0,2026-06-24,True,"The theory of relativity comprises two physics theories by Albert Einstein: special relativity and general relativity, proposed and published in 1905 and 1915, respectively. Special relativity applies to all physical phenomena in the absence of gravity, while general relativity explains the law of gravitation and its relation to the forces of nature.",True,2026-06-24
q102,How does a black hole form?,gravity,STATIC,5,"Stellar black holes are formed by stellar collapse, with the minimum mass of a black hole formed by stellar gravitational collapse believed to be 2-4 M☉. Supermassive black holes may form as the result of mergers of smaller black holes or through other processes such as direct collapse or massive star formation followed by collisions.",False,2026-07-11,"Stellar black holes are formed by stellar collapse, with the minimum mass of a black hole formed by stellar gravitational collapse believed to be 2-4 M☉. Supermassive black holes may form as the result of mergers of smaller black holes or through other processes such as direct collapse or massive star formation followed by collisions.",False,2026-07-11,Stellar black holes are formed by stellar collapse. The minimum mass of a black hole formed by stellar gravitational collapse is governed by the maximum mass of a neutron star and is believed to be 2-4 M☉.,False,STATIC,0.0,2026-07-11,True,"Stellar black holes are formed by stellar collapse, with the minimum mass of a black hole formed by stellar gravitational collapse believed to be 2-4 M☉. Supermassive black holes may form as the result of mergers of smaller black holes or through other processes such as direct collapse or massive star formation followed by collisions.",False,2026-07-11
q103,What is machine learning?,algorithm,STATIC,5,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data. It involves the use of statistical algorithms, such as neural networks, to perform tasks without being explicitly programmed.",True,2026-07-12,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data. It involves the use of statistical algorithms, such as neural networks, to perform tasks without being explicitly programmed.",True,2026-07-12,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data. It involves the use of statistical algorithms, such as neural networks, to perform tasks without being explicitly programmed.",True,STATIC,0.0,2026-07-12,True,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data. It involves the use of statistical algorithms to perform tasks without being explicitly programmed, with foundations in statistics and mathematical optimisation methods.",True,2026-07-12
q104,How does encryption work?,key,STATIC,5,"Encryption is the process of transforming information, known as plaintext, into an alternative form, known as ciphertext, that ideally only authorized parties can decode. This process involves keys, with the two main types being used in cryptographic systems to ensure confidentiality.",True,2026-07-03,"Encryption works by transforming information, known as plaintext, into an alternative form known as ciphertext, using a pseudo-random encryption scheme, ideally allowing only authorized parties to decode it. The process involves keys, with the two main types being used in cryptographic systems to ensure confidentiality.",True,2026-07-03,"Encryption is the process of transforming information, known as plaintext, into an alternative form known as ciphertext, which ideally can only be decoded by authorized parties. This process involves keys, with the two main types of keys in cryptographic systems being used to encrypt and decrypt messages.",True,STATIC,0.0,2026-07-03,True,"Encryption works by transforming information, known as plaintext, into an alternative form called ciphertext, using a pseudo-random process, and involves the use of keys to encrypt and decrypt messages. The process denies the intelligible content to a would-be interceptor, but does not itself prevent interference.",True,2026-07-03
q105,What is the greenhouse effect?,atmosphere,STATIC,5,"The greenhouse effect is not explicitly defined in the documents, but it is described as a process where greenhouse gases exchange thermal radiation with the surface and limit radiative heat flow away from it. Greenhouse gases, such as carbon dioxide and water vapor, play a key role in this process, but a clear definition of the greenhouse effect itself is not provided.",False,2026-02-23,"Greenhouse gases are transparent to sunlight, and thus allow it to pass through the atmosphere to heat the Earth's surface, then absorb a portion of the heat radiated by the Earth, slowing the rate at which heat escapes into space. This process traps heat near the Earth's surface.",True,2026-07-04,"Within the lower atmosphere, greenhouse gases exchange thermal radiation with the surface and limit radiative heat flow away from it, which reduces the overall rate of upward radiative heat transfer. The increased concentration of greenhouse gases is also cooling the upper atmosphere.",True,STATIC,0.0,2026-02-23,True,"Within the lower atmosphere, greenhouse gases exchange thermal radiation with the surface and limit radiative heat flow away from it, which reduces the overall rate of upward radiative heat transfer. The increased concentration of greenhouse gases is also cooling the upper atmosphere.",True,2026-02-23
